236971.0		244548.0		237733.0		251225.0		213574.0		221352.0		223400.0		241161.0		249799.0		266278.0		236103.0		228786.0		234093.0		231197.0		238898.0		242607.0		237558.0		240871.0		231026.0		225787.0		251366.0		227904.0		245804.0		225716.0		250793.0		236291.0		251924.0		241948.0		224163.0		272349.0		240124.0		234167.0		260092.0		240157.0		215469.0		224902.0		233674.0		247464.0		268385.0		216652.0		254362.0		245002.0		233677.0		253123.0		252278.0		224104.0		227669.0		225018.0		228036.0		212501.0		242902.0		230290.0		251925.0		201865.0		230075.0		241690.0		241205.0		247029.0		225432.0		222913.0		251815.0		199118.0		235277.0		265033.0		252885.0		210067.0		231568.0		219293.0		226420.0		259261.0		250579.0		223207.0		249652.0		219530.0		247384.0		255194.0		216173.0		246062.0		222373.0		218556.0		231849.0		253482.0		260813.0		239926.0		264027.0		240777.0		244232.0		228188.0		237476.0		278455.0		258619.0		209799.0		232224.0		240147.0		260141.0		225992.0		245141.0		277199.0		239756.0		247328.0		
222811.0		248025.0		236006.0		245419.0		227132.0		247450.0		227424.0		228673.0		232982.0		281624.0		244675.0		231247.0		231741.0		237743.0		242765.0		226228.0		248519.0		247443.0		228221.0		235809.0		230984.0		226843.0		225168.0		219668.0		232680.0		244176.0		251448.0		248853.0		226693.0		274267.0		268584.0		245980.0		264508.0		242511.0		245148.0		234144.0		239484.0		243404.0		261238.0		219226.0		254742.0		240538.0		232052.0		249422.0		264898.0		221569.0		235302.0		226455.0		228255.0		206893.0		230486.0		254021.0		234385.0		217019.0		225328.0		225009.0		236687.0		258672.0		251884.0		215718.0		260961.0		205299.0		236199.0		271051.0		236370.0		206443.0		233828.0		210991.0		235835.0		261826.0		250934.0		223472.0		238797.0		237091.0		247458.0		252840.0		235795.0		248054.0		203316.0		224401.0		231747.0		269737.0		254917.0		233951.0		257341.0		228777.0		239015.0		221779.0		245798.0		270051.0		247228.0		213347.0		240232.0		241457.0		247645.0		246431.0		224981.0		264867.0		250899.0		252513.0		
262847.0		265118.0		257892.0		284073.0		238442.0		252471.0		254042.0		260181.0		261116.0		282130.0		254535.0		250696.0		240396.0		256913.0		241013.0		239863.0		269769.0		267605.0		268816.0		247906.0		254192.0		252112.0		259190.0		269761.0		259692.0		264772.0		278973.0		266075.0		251264.0		286988.0		282999.0		261907.0		292591.0		277962.0		255591.0		257025.0		258910.0		261924.0		267617.0		242726.0		282388.0		284623.0		245392.0		283306.0		260369.0		242553.0		265151.0		255224.0		256313.0		229587.0		268363.0		259009.0		251547.0		221490.0		247410.0		247889.0		262686.0		263055.0		276909.0		244556.0		296328.0		229858.0		238740.0		307457.0		274266.0		260703.0		261665.0		252289.0		237425.0		272492.0		284977.0		256215.0		249078.0		256843.0		268972.0		273616.0		239823.0		267262.0		246671.0		255017.0		251073.0		289460.0		283145.0		244728.0		251984.0		248278.0		257300.0		270068.0		269900.0		313655.0		269980.0		226418.0		275828.0		272448.0		268142.0		266654.0		256887.0		306133.0		267595.0		274078.0		
225045.0		244413.0		236204.0		250675.0		233830.0		245480.0		231876.0		219314.0		228986.0		270883.0		231385.0		228056.0		223650.0		232995.0		224625.0		211942.0		255055.0		238500.0		237085.0		231513.0		223849.0		224768.0		227449.0		221551.0		218234.0		231467.0		257155.0		248326.0		222094.0		249521.0		268114.0		230760.0		256854.0		251230.0		241336.0		230755.0		244005.0		236297.0		257146.0		215974.0		262992.0		244267.0		214531.0		265749.0		240162.0		211942.0		230037.0		214562.0		226005.0		196098.0		233799.0		235958.0		242305.0		214841.0		220876.0		234997.0		232698.0		250078.0		235138.0		230016.0		249005.0		214440.0		228156.0		279359.0		243903.0		211995.0		234792.0		218805.0		217699.0		236028.0		234595.0		230400.0		229276.0		227243.0		231150.0		247425.0		219718.0		236797.0		215319.0		218887.0		222108.0		260114.0		249225.0		223311.0		255542.0		208406.0		235416.0		224619.0		242494.0		269550.0		244471.0		219914.0		253530.0		245183.0		247633.0		225911.0		225018.0		246871.0		235760.0		245086.0		
259488.0		264888.0		257755.0		272233.0		231357.0		249464.0		242362.0		250811.0		255261.0		281200.0		248605.0		228388.0		238736.0		235925.0		237361.0		249924.0		250258.0		255133.0		246263.0		261202.0		239934.0		243837.0		262646.0		224907.0		258452.0		247987.0		260496.0		269474.0		246927.0		270963.0		264385.0		250404.0		274598.0		249048.0		226578.0		245414.0		270324.0		252140.0		271897.0		236189.0		281305.0		234051.0		249068.0		272380.0		249582.0		242520.0		259783.0		255137.0		238803.0		218828.0		261724.0		253118.0		256310.0		228001.0		256914.0		247741.0		239110.0		261930.0		241828.0		247874.0		256787.0		224697.0		230512.0		285120.0		255983.0		230005.0		250708.0		234655.0		230149.0		268291.0		268099.0		247717.0		255028.0		253521.0		248760.0		259203.0		237487.0		256006.0		238267.0		234967.0		242791.0		292133.0		271840.0		253022.0		264043.0		235051.0		255913.0		248383.0		259708.0		282369.0		264844.0		237966.0		258819.0		254848.0		276810.0		243552.0		247596.0		285718.0		250282.0		265757.0		
225741.0		235227.0		228042.0		233818.0		218289.0		243478.0		224386.0		247570.0		241952.0		257213.0		246283.0		228389.0		246589.0		229517.0		226413.0		239720.0		245041.0		241340.0		222215.0		225721.0		232984.0		218639.0		240870.0		229321.0		227716.0		230281.0		240697.0		242121.0		227078.0		282812.0		258107.0		221157.0		243535.0		234490.0		235881.0		230059.0		227667.0		229323.0		250502.0		213555.0		246726.0		242994.0		220211.0		238361.0		273901.0		216297.0		227844.0		224244.0		217900.0		207215.0		243338.0		236511.0		233163.0		205051.0		221933.0		234921.0		220975.0		250247.0		236508.0		213044.0		257323.0		214546.0		221307.0		270086.0		261491.0		206267.0		234073.0		214532.0		210138.0		253083.0		244530.0		223766.0		248587.0		226807.0		243814.0		235753.0		208042.0		237260.0		210648.0		231672.0		230482.0		257684.0		253065.0		238350.0		250846.0		239081.0		243674.0		232402.0		247276.0		274204.0		256968.0		216545.0		243328.0		256114.0		248248.0		230492.0		225659.0		264249.0		224525.0		252162.0		
234540.0		249780.0		240842.0		252822.0		214340.0		238548.0		221885.0		252195.0		261576.0		273330.0		246449.0		238538.0		237931.0		242593.0		211615.0		231763.0		252820.0		258809.0		254610.0		219558.0		238807.0		221103.0		225412.0		223815.0		236973.0		247691.0		258930.0		254498.0		239558.0		287431.0		260176.0		245729.0		258880.0		249532.0		251836.0		238964.0		237775.0		251038.0		259902.0		220847.0		258391.0		269342.0		228932.0		248414.0		253649.0		215720.0		238808.0		224452.0		235065.0		200115.0		247696.0		239892.0		237303.0		205207.0		246538.0		239394.0		221865.0		254047.0		249103.0		208880.0		258228.0		226972.0		234333.0		280223.0		263192.0		218780.0		251398.0		213491.0		227738.0		259738.0		253618.0		231608.0		256246.0		230235.0		240877.0		261866.0		240899.0		237995.0		224706.0		227120.0		251099.0		272028.0		262412.0		242349.0		253035.0		231849.0		255829.0		234026.0		234563.0		278359.0		252239.0		205882.0		241021.0		249065.0		268615.0		249026.0		244533.0		268308.0		255822.0		256222.0		
235361.0		254672.0		246226.0		266802.0		219467.0		230811.0		235586.0		244328.0		249744.0		285977.0		250194.0		238346.0		246737.0		260047.0		235871.0		236792.0		246501.0		246813.0		244769.0		240143.0		230674.0		232556.0		242354.0		225452.0		233663.0		258632.0		252119.0		254327.0		240802.0		277095.0		263650.0		255677.0		267112.0		239210.0		246266.0		241572.0		243552.0		242511.0		265986.0		223760.0		248824.0		245289.0		231827.0		255741.0		258013.0		208650.0		244681.0		217872.0		220271.0		210346.0		259781.0		247075.0		246061.0		217451.0		242821.0		238778.0		228864.0		247442.0		242749.0		237890.0		260989.0		211504.0		233164.0		268693.0		247856.0		212441.0		252025.0		210778.0		228738.0		263479.0		255116.0		240979.0		258550.0		241637.0		232212.0		257812.0		227843.0		249785.0		215349.0		222345.0		242358.0		270850.0		275988.0		230588.0		259180.0		245628.0		244169.0		239374.0		245989.0		277954.0		251315.0		226736.0		258527.0		253001.0		255317.0		240913.0		242481.0		271385.0		249879.0		264458.0		
235855.0		249834.0		231536.0		267849.0		220593.0		243595.0		239743.0		237944.0		249373.0		273277.0		238434.0		227652.0		237666.0		221777.0		240565.0		234744.0		246918.0		248046.0		237031.0		249633.0		232607.0		222320.0		253154.0		222137.0		235633.0		240806.0		266018.0		254093.0		232246.0		257958.0		248208.0		249191.0		261000.0		229169.0		229780.0		231146.0		236643.0		239616.0		270039.0		228052.0		255081.0		242610.0		228432.0		254995.0		232545.0		212036.0		240459.0		233173.0		223798.0		221627.0		227998.0		253756.0		244943.0		223492.0		236049.0		239041.0		226269.0		245091.0		230239.0		227064.0		279284.0		216956.0		233132.0		291774.0		246523.0		224092.0		252085.0		221284.0		221540.0		262270.0		228173.0		227413.0		242146.0		248548.0		238550.0		259031.0		216744.0		252279.0		233304.0		232563.0		234762.0		260795.0		267820.0		240625.0		247523.0		229628.0		242501.0		225256.0		229913.0		271390.0		265524.0		226953.0		257611.0		256888.0		269666.0		225511.0		234356.0		266743.0		247491.0		254248.0		
249674.0		275147.0		244038.0		264039.0		236936.0		263211.0		238776.0		253632.0		266557.0		305487.0		271841.0		240960.0		254469.0		261660.0		255481.0		240817.0		278278.0		284110.0		263216.0		246252.0		272292.0		238374.0		259496.0		246798.0		262253.0		278124.0		270389.0		267310.0		256870.0		303793.0		279027.0		265994.0		285058.0		275200.0		255600.0		258966.0		263943.0		280175.0		284067.0		232160.0		293489.0		290357.0		235929.0		274300.0		277575.0		239167.0		270805.0		255909.0		249912.0		243053.0		281951.0		280273.0		265212.0		242697.0		253524.0		258410.0		259626.0		283192.0		269476.0		224426.0		285639.0		237274.0		250759.0		296198.0		276873.0		229353.0		267970.0		228485.0		255607.0		285042.0		265113.0		253750.0		268709.0		264559.0		255843.0		293238.0		262422.0		271371.0		242858.0		249678.0		259042.0		301905.0		271859.0		276503.0		283078.0		258528.0		258702.0		244360.0		264412.0		312565.0		270945.0		232603.0		270503.0		279429.0		297087.0		282669.0		244746.0		290947.0		277487.0		272805.0		
205355.0		248175.0		224049.0		240437.0		207517.0		223324.0		214984.0		228307.0		234876.0		265847.0		246632.0		210065.0		215199.0		225125.0		226933.0		214768.0		235327.0		239728.0		215352.0		230875.0		230849.0		216633.0		218088.0		217230.0		230279.0		238367.0		240107.0		236992.0		216463.0		259448.0		248701.0		227822.0		266813.0		225767.0		230849.0		219961.0		233342.0		241996.0		257379.0		207851.0		254294.0		249606.0		216263.0		247032.0		229383.0		209686.0		227561.0		228278.0		220158.0		193452.0		230220.0		230566.0		242345.0		209456.0		222071.0		225621.0		214209.0		235481.0		233518.0		194872.0		246790.0		196480.0		220049.0		269659.0		228782.0		205394.0		241784.0		203764.0		208564.0		248349.0		240656.0		212822.0		239201.0		229929.0		227734.0		235840.0		231368.0		231881.0		202615.0		229833.0		230494.0		245624.0		247689.0		234700.0		253683.0		229171.0		232229.0		242710.0		237218.0		247718.0		240086.0		210079.0		235250.0		237540.0		263186.0		234095.0		215383.0		261754.0		236183.0		234978.0		
