105753.0		123682.0		87455.0		116188.0		86930.0		113037.0		119015.0		104193.0		117967.0		110081.0		97872.0		106364.0		124239.0		110757.0		99225.0		96964.0		93075.0		121363.0		113390.0		125861.0		114475.0		126787.0		105099.0		112377.0		124635.0		133174.0		88411.0		123217.0		117000.0		102749.0		109328.0		117029.0		104546.0		105860.0		116408.0		114643.0		125817.0		97344.0		117547.0		105026.0		116609.0		117598.0		104142.0		92676.0		117567.0		114993.0		110638.0		117361.0		119523.0		136189.0		
117557.0		130459.0		102637.0		132693.0		98568.0		121153.0		135485.0		112187.0		124984.0		114262.0		118319.0		125243.0		144308.0		134987.0		99941.0		109063.0		109129.0		138268.0		121489.0		140932.0		116348.0		132897.0		117372.0		124879.0		126377.0		136409.0		98819.0		130684.0		118837.0		115993.0		115542.0		125580.0		126864.0		116245.0		113334.0		126156.0		148048.0		124422.0		121674.0		121742.0		122556.0		114976.0		114058.0		105364.0		126728.0		116396.0		124900.0		137190.0		117930.0		138633.0		
122427.0		143313.0		91103.0		123349.0		107795.0		126251.0		119404.0		109755.0		125506.0		112447.0		108102.0		111381.0		130216.0		125070.0		109539.0		91192.0		100927.0		121671.0		127960.0		138225.0		130575.0		128989.0		103549.0		114997.0		117849.0		130844.0		84695.0		131869.0		122838.0		109716.0		115988.0		124259.0		120741.0		114625.0		125300.0		127912.0		137598.0		107863.0		123647.0		122115.0		120856.0		128713.0		109384.0		103508.0		115194.0		125447.0		124748.0		136029.0		117829.0		133562.0		
126258.0		141573.0		111323.0		123345.0		107640.0		130055.0		140139.0		130575.0		125779.0		133122.0		123251.0		126263.0		145119.0		136993.0		109339.0		108967.0		99696.0		127738.0		131479.0		148860.0		123835.0		133805.0		122973.0		135714.0		120251.0		138863.0		93251.0		134853.0		123248.0		115972.0		115716.0		121000.0		135098.0		124085.0		122958.0		138312.0		154472.0		123119.0		131393.0		118351.0		123811.0		120303.0		129498.0		112844.0		134347.0		130941.0		137191.0		135749.0		129587.0		151437.0		
127920.0		135542.0		110798.0		129350.0		105619.0		133757.0		143898.0		138035.0		131367.0		128740.0		107088.0		131860.0		141719.0		130331.0		109837.0		102539.0		114112.0		129775.0		136311.0		136079.0		128762.0		128262.0		109437.0		129219.0		131770.0		141411.0		103792.0		130380.0		124819.0		108729.0		127798.0		142321.0		133009.0		119359.0		135082.0		131690.0		134601.0		116570.0		128624.0		128932.0		123255.0		123429.0		127727.0		116021.0		124490.0		136591.0		128971.0		135483.0		134740.0		144114.0		
109883.0		132635.0		93795.0		114138.0		106101.0		116986.0		119128.0		117632.0		119750.0		122264.0		113165.0		111083.0		129584.0		129134.0		109982.0		105569.0		105999.0		114819.0		130216.0		135856.0		119494.0		119752.0		106780.0		127740.0		123837.0		134408.0		89418.0		125636.0		126823.0		98926.0		115593.0		114936.0		119722.0		116841.0		114043.0		110370.0		134463.0		107270.0		121623.0		106893.0		107393.0		118954.0		112902.0		103981.0		125771.0		118399.0		117268.0		132231.0		118556.0		130512.0		
100851.0		122106.0		95821.0		116414.0		87068.0		107864.0		122213.0		111884.0		109921.0		101232.0		102073.0		113953.0		132912.0		122387.0		84180.0		104231.0		103046.0		132478.0		120280.0		130542.0		106737.0		134728.0		111560.0		116608.0		112804.0		127358.0		84436.0		127103.0		125722.0		97557.0		107680.0		122988.0		116265.0		103734.0		113453.0		113758.0		126775.0		110311.0		117749.0		113873.0		111021.0		108459.0		106467.0		94907.0		113314.0		122980.0		117105.0		119110.0		119678.0		139006.0		
126503.0		136399.0		108772.0		124076.0		107539.0		128305.0		139335.0		114746.0		134821.0		127551.0		118512.0		126417.0		143425.0		129544.0		113249.0		113956.0		111656.0		127968.0		122558.0		148567.0		132247.0		144347.0		118715.0		146526.0		130967.0		137654.0		90088.0		127923.0		137183.0		106654.0		123981.0		135661.0		134340.0		111961.0		133117.0		128192.0		149129.0		118362.0		133176.0		120120.0		120919.0		118399.0		131728.0		118822.0		136485.0		147841.0		142500.0		134572.0		144445.0		150849.0		
108519.0		128721.0		94696.0		115018.0		100797.0		133002.0		125573.0		125511.0		116095.0		115008.0		109231.0		123205.0		141297.0		128313.0		98907.0		107713.0		104817.0		133460.0		124023.0		136515.0		115353.0		125953.0		107205.0		120234.0		114493.0		129443.0		95845.0		122592.0		115578.0		108761.0		114692.0		123580.0		115534.0		110159.0		122017.0		124886.0		129781.0		118468.0		123305.0		110437.0		114380.0		115633.0		119094.0		113097.0		118125.0		125944.0		127178.0		129070.0		123518.0		131561.0		
97236.0		118129.0		97094.0		101343.0		82538.0		108845.0		128210.0		107117.0		104515.0		99461.0		87453.0		112698.0		120126.0		103334.0		89634.0		81572.0		79834.0		117111.0		108077.0		128507.0		121728.0		117012.0		96440.0		110031.0		107191.0		121398.0		77056.0		109408.0		111917.0		92373.0		90735.0		110900.0		108850.0		106148.0		101311.0		102983.0		118887.0		107308.0		120431.0		99804.0		104133.0		110992.0		91887.0		102073.0		111344.0		112023.0		100586.0		113940.0		108519.0		122753.0		
